	id	price	surface	country	index
3492	01G6N8WKA8W19SJ8NRXS47AYZ0	895.0	64.0	Austria	13.984375
3493	01G6N8WBTJ3EBQ0YA8VVZTZCQB	630.0	12.0	Italy	52.5
3494	01G6N8WC9QPSC5BK9AVC9VH26S	950.0	75.0	Italy	12.666666666666666
3495	01G6N8WCJAQNR3V3EEG1H10E5B	10000.0	340.0	Italy	29.41176470588235
3496	01G6N8X5Q5V2QFC4XN9H46EVJ3	600.0	56.0	Hungary	10.714285714285714
3498	01G6N8WXCQJ65Y08G8PSCD7XHJ	1490.79	29.0	Poland	51.40655172413793
3499	01G6N8WXPB9Q697812XKFX3BGK	1.5	119.0	Greece	0.012605042016806723
3500	01G6N8XDD23WDC1YP2SQVW3Q93	144.0	100.0	Romania	1.44
3501	01G6N8X1E3F12W1GQ217VDSCTZ	650.0	74.0	Finland	8.783783783783784
3502	01G6N8WAXTTTMMA8HTCNA2P3K1	900.0	60.0	Italy	15.0
3503	01G6N8WB417ZDABYYX6VX2KF8S	450.0	85.0	Italy	5.294117647058823
3507	01G6N8XCKQ5NT4ANAEJZAW7S4D	80.0	100.0	Romania	0.8
3508	01G6N8WWDA5WYJMJM1GC9X4CR5	567.0	54.0	Poland	10.5
3510	01G6N8X2HRKZRGGY081W2S33KV	336.0	37.0	Republic	9.08108108108108
3513	01G6N8XBCFYSFJAWPDA5HRND9A	460.0	64.0	Slovenia	7.1875
3514	01G6N8XBQCNS5TEX4GZYHHKN5Y	90.0	588.0	Romania	0.15306122448979592
3515	01G6N8WD0RMHVK9J79FV6JMJWS	1450.0	100.0	Italy	14.5
3516	01G6N8WDF9FSNFKB7VHHE3A5TZ	1300.0	57.0	Italy	22.80701754385965
3517	01G6N8XCMX74MW2YHWTNE4VTNK	100.0	40.0	Romania	2.5
3518	01G6N8WK8JT1MG0W6AYRMWR71H	725.0	42.0	Austria	17.261904761904763
3519	01G6N8WZG5X8E9MHGN7G5MN7G9	496.26	58.0	Sweden	8.556206896551725
3520	01G6N8X2PSWTPXNB28ZAG16JZE	480.0	48.0	Republic	10.0
3521	01G6N8WBGGXS66KSWVZCBKKFWR	680.0	18.0	Italy	37.77777777777778
3522	01G6N8X799E50CQBKYJD02R4XV	2250.0	140.0	Belgium	16.071428571428573
3523	01G6N8X99AHBAV7PPX6GTT5931	3750.0	244.0	Malta	15.368852459016393
3524	01G6N8X8QBQYNWKB8M03V578K8	650.0	62.0	Belgium	10.483870967741936
3525	01G6N8X3RMQB3SNZHX04WS44NW	2231.2000000000003	133.0	Republic	16.775939849624063
3526	01G6N8WAYNB0PXDZKG2HTSQ5XE	750.0	75.0	Italy	10.0
3527	01G6N8WJQYM29G8ASV5DHK8YEJ	652.0	60.0	Austria	10.866666666666667
3529	01G6N8X7B10R7X1BA9M0AQ2TDV	850.0	50.0	Belgium	17.0
3530	01G6N8WD594AQMJJ1XY93HVHYJ	450.0	48.0	Italy	9.375
3531	01G6N8WNPXDBDH9EPTFMCHADC5	990.0	38.0	Switzerland	26.05263157894737
3532	01G6N8WJRR4KMZQ0M1B5WS5JW3	850.0	57.0	Austria	14.912280701754385
3534	01G6N8X79N53820WW6DVASZF52	6000.0	145.0	Belgium	41.37931034482759
3535	01G6N8WQ25JDXSP93WM3KYRYXB	850.0	51.0	Portugal	16.666666666666668
3537	01G6N8X3C5ADMM3A59WN7G4KT7	840.0	55.0	Republic	15.272727272727273
3539	01G6N8X4DMGBYG4G7PZAC540HM	325.0	52.0	Hungary	6.25
3540	01G6N8WWFNBR595VRBQWQTM51X	336.0	47.0	Poland	7.148936170212766
3541	01G6N8WF7XJ5WZWCAC8XKD338N	950.0	97.0	Spain	9.793814432989691
3542	01G6N8X2T583E5723A4JB0AAYT	340.0	55.0	Republic	6.181818181818182
3543	01G6N8WFY4E0G19YM6R1FZ3SJV	516.0	32.0	France	16.125
3544	01G6N8WE0KQ69E4796Z4F3WA21	900.0	39.0	Spain	23.076923076923077
3545	01G6N8X8RN3BKSX7Y8WGH66NWP	2390.0	240.0	Belgium	9.958333333333334
3546	01G6N8WN4081Y8TBW8EP55BJMZ	1760.0	76.0	Switzerland	23.157894736842106
3548	01G6N8WD1AHAZ1XS29CYERZ2CP	1340.0	100.0	Italy	13.4
3549	01G6N8WGQHX0PAYFD3NJJQXJAC	1800.0	36.0	France	50.0
3550	01G6N8WDDWJ14D02WXSSPHF56R	1300.0	120.0	Italy	10.833333333333334
3551	01G6N8WEMP03YXXS4XGQ7QBWCT	1790.0	150.0	Spain	11.933333333333334
3553	01G6N8WMVXANYB9BWAWVJ6ATZ8	940.0	62.0	Austria	15.161290322580646
3554	01G6N8WD156EMW1QKFVC17TKAE	950.0	60.0	Italy	15.833333333333334
3555	01G6N8WB1SW4EY9H6SSP12G3FF	1100.0	50.0	Italy	22.0
3556	01G6N8WYW5BRDRPB0G1G75EHA1	1260.0	195.0	Sweden	6.461538461538462
3557	01G6N8X3JFMMN5FNVK41ZP5C8J	140.0	100.0	Republic	1.4
3558	01G6N8WWF3SWN3C64CA8JMKP80	567.0	45.0	Poland	12.6
3559	01G6N8XCDGAD8N50FEW0PJYFHR	96.0	60.0	Romania	1.6
3561	01G6N8WYT5K4RXNWG6BJ9E2KH1	540.18	12.0	Sweden	45.01499999999999
3562	01G6N8WQGT012Z4YBTRE7ZGC0V	550.0	51.0	Portugal	10.784313725490197
3563	01G6N8WWCY5MYT4FECEJ8N49JG	777.0	56.0	Poland	13.875
3564	01G6N8X6W3NGZRFQN161KTPV6Z	1250.0	39.0	Luxembourg	32.05128205128205
3565	01G6N8WJNWFJK7EFC8QYEXZ3PM	996.46	92.0	Austria	10.83108695652174
3566	01G6N8WW5AYNF9MD5HP4VWKYJR	346.5	30.0	Poland	11.55
3567	01G6N8WWY8Q2MRHPZEC59MJAYP	441.0	42.0	Poland	10.5
3568	01G6N8XCSJM2G2H0EZT8M72MY3	60.0	55.0	Romania	1.0909090909090908
3570	01G6N8WG8NBVAVWH1F28SVSV31	1380.0	118.0	France	11.694915254237289
3572	01G6N8WN2QTAZCTG5KCJ7W5C76	1390.0	3395.0	Switzerland	0.40942562592047127
3573	01G6N8X2SAF5K8S3VEJ6NJ5340	472.0	38.0	Republic	12.421052631578947
3575	01G6N8WJY719YPA5D7HM6XMVB1	2440.62	188.0	Austria	12.982021276595743
3576	01G6N8X450KZ92MYAS5M38AZB8	254.898	87.0	Bulgaria	2.9298620689655173
3577	01G6N8WB31QSWAZZA3XBM0QJFW	400.0	50.0	Italy	8.0
3578	01G6N8WJEP26RSKFVJRE6FGVFY	911.0	736.0	Austria	1.2377717391304348
3579	01G6N8X527GHBBZ524S5XHNY57	237.5	2624.0	Hungary	0.09051067073170732
3580	01G6N8WFRD0BXADX00337J1NW7	653.0	46.0	France	14.195652173913043
3581	01G6N8WB1MMH294PTMGP9M3Q2X	1000.0	100.0	Italy	10.0
3584	01G6N8WMCX6EFSSR0PEZ2RC6BY	467.0	32.0	Austria	14.59375
3585	01G6N8X3NQ0VB2E7HSD47SPKYZ	1120.0	100.0	Republic	11.2
3586	01G6N8X26ZCSHFEQNV47JT2DSP	589.0	73.0	Finland	8.068493150684931
3588	01G6N8WJQDZT6QXNKXM63PE7EX	865.0	64.0	Austria	13.515625
3589	01G6N8WQ64E9H4D3THJZSDV01J	1400.0	102.0	Portugal	13.72549019607843
3590	01G6N8XE6C2QKEC4T06C08QYTT	400.0	23.0	Estonia	17.391304347826086
3591	01G6N8WQNXFPEPEX86SX7792M2	2000.0	333.0	Portugal	6.006006006006006
3592	01G6N8X4Z8XZCBY1X686EXSKRH	300.0	41.0	Hungary	7.317073170731708
3594	01G6N8X1576GZ8B7C3RVG97CJ5	1220.0	80.0	Finland	15.25
3595	01G6N8WVS4QXPE41M72GXS0XJ8	3900.0	142.0	Denmark	27.464788732394368
3596	01G6N8WWJMGYM58AAERAAMWK7J	409.5	35.0	Poland	11.7
3597	01G6N8WHRWX78KT7JQ7K8MJ1HA	890.0	66.0	Austria	13.484848484848484
3598	01G6N8X29KSK3HYAQS6DTXW67E	846.0	44.0	Finland	19.227272727272727
3599	01G6N8WZEY6ZG47SH47NRNNTD1	1035.0	100.0	Sweden	10.35
3601	01G6N8WR1T2X1BM6VEC8R9YCX5	765.0	37.0	Netherlands	20.675675675675677
3603	01G6N8WRNHY1MP3F2DW88EH18J	633.25	42.0	Netherlands	15.077380952380953
3604	01G6N8WT176NTSB7P6ATCCXVM8	1160.25	70.0	Denmark	16.575
3605	01G6N8WGYCFB7YWS4FZE69RPJ6	694.91	53.0	Austria	13.111509433962263
3606	01G6N8WY9F47Q99EQ72PCE52W2	1215.0	100.0	Sweden	12.15
3607	01G6N8WJ5HYSEPTYCP48K91518	998.0	65.0	Austria	15.353846153846154
3608	01G6N8X2XM5VYX9SS9G9QP40V3	3560.0	234.0	Republic	15.213675213675213
3611	01G6N8XCHDM6A7ZG66H4VWF5ZR	80.0	79.0	Romania	1.0126582278481013
3613	01G6N8WCW51NCXY4CBJA921694	400.0	40.0	Italy	10.0
3614	01G6N8WWGEXXGPH5W304HV3ESX	798.0	81.0	Poland	9.851851851851851
3615	01G6N8WM5E89WBG8292TFFCZA6	998.35	51.0	Austria	19.57549019607843
3616	01G6N8X2HGZHNY98TC8EE8MK9R	380.0	52.0	Republic	7.3076923076923075
3617	01G6N8X46HQD4TDRSTS9QJ493S	765.0	215.0	Bulgaria	3.558139534883721
3618	01G6N8X2KYYK4YPF7XG5EP5B3C	560.0	46.0	Republic	12.173913043478262
3620	01G6N8WE9T1J7DF3X5JC9J4Y0X	2300.0	116.0	Spain	19.82758620689655
3621	01G6N8XCHAW57RTNW9VZF7QT4P	180.0	100.0	Romania	1.8
3622	01G6N8X1DG8QVHH8SHK17Z9DHQ	934.0	90.0	Finland	10.377777777777778
3624	01G6N8WEVY5NP075SZC1YYGNHA	850.0	48.0	Spain	17.708333333333332
3625	01G6N8XDPGCK2EY9MWRN9V20HN	650.0	51.0	Estonia	12.745098039215685
3626	01G6N8WHVHPKR5G21V4ZER3Q9Q	1400.0	121.0	Austria	11.570247933884298
3627	01G6N8X6GQFPZ94VRKD9ZX835Q	700.0	24.0	Lithuania	29.166666666666668
3628	01G6N8WE9PT3WD525JW8Y0E5DW	1100.0	65.0	Spain	16.923076923076923
3629	01G6N8WTWYZVAVJRKR4276NQNR	0.949	75.0	Denmark	0.012653333333333332
3631	01G6N8X5J0J61THHHZVJGNPWG5	387.5	50.0	Hungary	7.75
3633	01G6N8WGPR30GMYZ2ZEKQ4H20T	2800.0	56.0	France	50.0
3634	01G6N8XE25EADDFTFRFPKDZGNK	2800.0	118.0	Estonia	23.728813559322035
3635	01G6N8WEWR8Z0HJMJDFYDQ1VT7	1200.0	86.0	Spain	13.953488372093023
3636	01G6N8X5DSPGF1DNZQGJTWYCE9	2500.0	120.0	Hungary	20.833333333333332
3637	01G6N8WWG4MRD4E6GASGJZPT7C	420.0	40.0	Poland	10.5
3638	01G6N8WMXN45MGPVS20PTXW6B3	791.43	57.0	Austria	13.884736842105262
3639	01G6N8WB54DF7ZXNTXTRGQKHHV	1783.0	95.0	Italy	18.768421052631577
3641	01G6N8WBZ6K8KZ126AQECRDCQ2	750.0	120.0	Italy	6.25
3642	01G6N8WZS47APWZDY15D1M9B4P	294.84	28.0	Sweden	10.53
3643	01G6N8X459421NM2GTSCX2JSKG	1785.0	450.0	Bulgaria	3.966666666666667
3644	01G6N8WFPY87NN4F1E000NR6NQ	315.0	23.0	France	13.695652173913043
3648	01G6N8WPP2BFJQXP67STA31KN5	6000.0	112.0	Ireland	53.57142857142857
3649	01G6N8X4Y3X1WPKC3MPPY5E7Q8	312.5	25.0	Hungary	12.5
3651	01G6N8WMKA6Y0YCQ339KFDNNV1	919.3	57.0	Austria	16.128070175438594
3653	01G6N8X28NV3PFKZ6VVSN5AJTB	5900.0	530.0	Finland	11.132075471698114
3655	01G6N8WJEVCKMGF7AVAWSB9A1Q	568.0	6187.0	Austria	0.09180539841603362
3657	01G6N8XBSV2GRZ9X6Q2CB615EH	262.98	75.0	Romania	3.5064
3658	01G6N8WVMSVXAG97AVE7R5VA48	512.2572	55.0	Denmark	9.313767272727272
3659	01G6N8X0NENRBTABW8ZQ4G3SWP	830.0	55.0	Finland	15.090909090909092
3660	01G6N8X97N4AQ3MD9XNRAYJJGS	2300.0	135.0	Malta	17.037037037037038
3661	01G6N8WK8TA4W5YA5SADKEFA2E	800.0	48.0	Austria	16.666666666666668
3663	01G6N8WGE8R03GGNWKMBVXKSC8	515.0	47.0	France	10.957446808510639
3664	01G6N8WRERMC9QDNNXKCC0C8EM	1030.0	122.0	Netherlands	8.442622950819672
3666	01G6N8WKZZY9DXBP73QR415C85	725.0	94.0	Austria	7.712765957446808
3668	01G6N8WSW1Y5B068HDMSBFH99S	1247.3500000000001	92.0	Denmark	13.558152173913046
3669	01G6N8X8TE1E2XHNZ45K00DW7P	955.0	83.0	Belgium	11.506024096385541
3671	01G6N8WK1J4E9XCNTMD33XGYHF	429.0	60.0	Austria	7.15
3672	01G6N8WWCP46PTYB8YA6MF68EQ	273.0	56.0	Poland	4.875
3673	01G6N8X2RY86A665NQMPNX7S9F	520.0	69.0	Republic	7.536231884057971
3675	01G6N8WCWXDNRKQDTT368HGYMQ	750.0	65.0	Italy	11.538461538461538
3676	01G6N8WW35P82VNP487VXRPKF4	735.0	83.0	Poland	8.855421686746988
3678	01G6N8WFQMHJC5C4C34TD33JEY	1186.0	81.0	France	14.641975308641975
3679	01G6N8WKHJ353E07VJMA2WFWTF	790.0	54.0	Austria	14.62962962962963
3680	01G6N8WB7MTYVBMFH3TBV7J4W6	250.0	12.0	Italy	20.833333333333332
3681	01G6N8WNQK9XC36TF0C6M2AZEX	1300.0	50.0	Switzerland	26.0
3682	01G6N8WR7ZARN3CTWDNEAEFSHG	1165.0	130.0	Netherlands	8.961538461538462
3683	01G6N8WS4BZEA8MH5HXB7TKEFG	1071.0	117.0	Netherlands	9.153846153846153
3684	01G6N8WW9QKK9B4R8YMS82A6BG	2085.2999999999997	230.0	Poland	9.066521739130433
3685	01G6N8WD25VBZ54G3QNBKDQY7B	2000.0	150.0	Italy	13.333333333333334
3686	01G6N8WAWYDA3Y0VWRFGD9X9B8	850.0	56.0	Italy	15.178571428571429
3687	01G6N8WTM2ZTH65GVSDSDSF34A	1118.0	73.0	Denmark	15.315068493150685
3688	01G6N8WVMADDGCK9AT1DQMJTXN	929.5	79.0	Denmark	11.765822784810126
3689	01G6N8WG2T2DQH3SX2ZRM16T95	475.0	67.0	France	7.08955223880597
3690	01G6N8WQHF8BYRJW54WECF42EV	500.0	104.0	Portugal	4.8076923076923075
3691	01G6N8X9A2Y0SQPY1QASKPF44N	3000.0	669.0	Malta	4.484304932735426
3693	01G6N8WK16CZJP6MKPTYC9MZGX	886.39	62.0	Austria	14.296612903225807
3695	01G6N8WQRANHKZDAG2BFBD9XGR	400.0	8670.0	Portugal	0.0461361014994233
3696	01G6N8WRYX6ZGM9T6065NM7PF0	845.0	44.0	Netherlands	19.204545454545453
3697	01G6N8WB5KQAWS3EE2AE6STZK7	1000.0	120.0	Italy	8.333333333333334
3698	01G6N8WXB5ECEG8XKRJXJH326G	735.0	47.0	Poland	15.638297872340425
3699	01G6N8X0YBD1T6NAKKY7538FGV	499.0	49.0	Finland	10.183673469387756
3700	01G6N8X6WMZ60SD2D737FDDW0G	1800.0	92.0	Luxembourg	19.565217391304348
3701	01G6N8WVQF08PCRNAVX4JQZDFA	521.1700000000001	40.0	Denmark	13.029250000000001
3702	01G6N8X5VSC17KAE6A3H41GBX0	2225.0	100.0	Hungary	22.25
3703	01G6N8X6QHE4EPS83FYTV6QEGY	1650.0	67.0	Luxembourg	24.62686567164179
3705	01G6N8X45PXTQ9BTTVRP5AZ7K8	1173.0	192.0	Bulgaria	6.109375
3706	01G6N8WBJZZF3F4SF30HB3ZDKX	890.0	80.0	Italy	11.125
3707	01G6N8WNZ9MWMTZYQ6ZPR07FDF	950.0	25.0	Switzerland	38.0
3709	01G6N8WCN0EGK40X2M32RZQ73J	1300.0	90.0	Italy	14.444444444444445
3710	01G6N8WV1YFRKF2R0M44MCF0MV	541.58	42.0	Denmark	12.894761904761905
3712	01G6N8X1CHCC5FA23MZ6C9PHWJ	936.0	92.0	Finland	10.173913043478262
3713	01G6N8X2CE1WHS9VVGATMF68W9	499.0	41.0	Finland	12.170731707317072
3714	01G6N8WDC7YM77T0S9V4CTFNVF	750.0	55.0	Italy	13.636363636363637
3715	01G6N8WMG8WC65YZPNT8B5C7RY	531.0	32.0	Austria	16.59375
3717	01G6N8WRTYK8VVHH42RYCHQZ1R	2450.0	129.0	Netherlands	18.992248062015506
3718	01G6N8WXB9RN15X3HN9JGJN1WN	1050.0	60.0	Poland	17.5
3719	01G6N8WK3666FRDCC8FFQJZSBB	726.21	65.0	Austria	11.172461538461539
3720	01G6N8X03GZQ8XJA3TSQYXKP1S	862.92	70.0	Sweden	12.327428571428571
3722	01G6N8WJTHPX5CKHCRWQ617KP8	620.0	50.0	Austria	12.4
3723	01G6N8WW21Q65EG32R614Z0YE9	399.0	47.0	Poland	8.48936170212766
3724	01G6N8XE3Q6Q5C5HDPGZZ5VB8F	750.0	45.0	Estonia	16.666666666666668
3725	01G6N8WMJ68SAPKGXRH0T2HF40	929.22	57.0	Austria	16.302105263157895
3726	01G6N8X16YT3MJ4Q80J1PVFZCK	846.0	54.0	Finland	15.666666666666666
3729	01G6N8WDDRWYH5EBX0AXKRYF5J	1300.0	120.0	Italy	10.833333333333334
3730	01G6N8WRBBJ3JGH49M7VRRFME3	1130.0	76.0	Netherlands	14.868421052631579
3731	01G6N8XCHRQJYSBWE6AMPB3RE9	60.0	40.0	Romania	1.5
3732	01G6N8WS5HYQMD70Q7E6K7ZMGV	1450.0	110.0	Netherlands	13.181818181818182
3733	01G6N8WNYQ92KP87FQQNTW9J70	2200.0	52.0	Switzerland	42.30769230769231
3734	01G6N8X1YBVM16APN06R80WTY4	400.0	19.0	Finland	21.05263157894737
3735	01G6N8WMCGBSGBW4MHNTEZMQEQ	959.51	50.0	Austria	19.1902
3736	01G6N8WNN5B8Q6726SK1KBYPNJ	1390.0	78.0	Switzerland	17.82051282051282
3737	01G6N8X0EFT7RE0E0F19BNJY20	1392.0	55.0	Norway	25.30909090909091
3738	01G6N8X0KW85FJF50XETMG27HW	695.0	52.0	Finland	13.365384615384615
3739	01G6N8X0MY21T4KAN0Z4594AHZ	600.0	42.0	Finland	14.285714285714286
3740	01G6N8X3QR8Z1VE3G1WBCQZF0M	3600.0	179.0	Republic	20.11173184357542
3741	01G6N8X7CR9YEN2KCNMS4B386P	575.0	74.0	Belgium	7.77027027027027
3743	01G6N8WECDG30D9Q0JTR0JJ82R	2000.0	152.0	Spain	13.157894736842104
3744	01G6N8X50T4B8ZD2HQHHEA29NB	300.0	42.0	Hungary	7.142857142857143
3745	01G6N8WCFWHRBH4MPH0MCJ4ANC	900.0	240.0	Italy	3.75
3747	01G6N8WTGC5X0C3Z0RS92NBZHQ	1352.0	78.0	Denmark	17.333333333333332
3748	01G6N8X269SQEXYB71GR64VMK0	1076.11	74.0	Finland	14.542027027027025
3750	01G6N8WZ2T7GZEHXYYFKAJV5KN	1350.0	95.0	Sweden	14.210526315789474
3751	01G6N8WQ307K01Z7BP2PQ6VQM2	450.0	133.0	Portugal	3.3834586466165413
3752	01G6N8WWWY0GKX1E7F7GCRT1F2	567.0	66.0	Poland	8.590909090909092
3753	01G6N8X5GWNX1DP6M57VWJZ6BA	437.5	76.0	Hungary	5.756578947368421
3754	01G6N8X2J97ZBKHZBJM8BAMNX3	1800.0	80.0	Republic	22.5
3757	01G6N8WW0DCF7X8ECNMMV82615	199.5	39.0	Poland	5.115384615384615
3758	01G6N8XCS1XJNBFGCGBGTZVKVV	106.0	48.0	Romania	2.2083333333333335
3760	01G6N8X8Z8JZTQ3CDX71JX7DGF	1300.0	183.0	Belgium	7.103825136612022
3761	01G6N8X69FPW8X9AAV01CAEJAW	550.0	45.0	Hungary	12.222222222222221
3762	01G6N8XDHT0HMS8G1BAJ5MADGS	1100.0	68.0	Estonia	16.176470588235293
3763	01G6N8X7QWZ5NNM0J0W32JBS3D	590.0	85.0	Belgium	6.9411764705882355
3765	01G6N8WXVX834YJXQ3RSFXSSCR	1400.0	126.0	Greece	11.11111111111111
3766	01G6N8WZ82Y5JWGAG5PQ2K5JS6	1190.25	37.0	Sweden	32.16891891891892
3767	01G6N8XB9TG12YR0VTD7PPYYE1	343.07	54.0	Slovenia	6.353148148148148
3768	01G6N8WEEE9VHMA2DHVXDM1BAC	700.0	37.0	Spain	18.91891891891892
3769	01G6N8XDPZ3EC2E221RATJ9A0P	1100.0	72.0	Estonia	15.277777777777779
3770	01G6N8X0APN92WKQNY00MYFVYT	1440.0	41.0	Norway	35.1219512195122
3771	01G6N8X3F2VK96HKTMD6216F5A	540.0	52.0	Republic	10.384615384615385
3772	01G6N8WVDHWKPJGWQ3B0NDYTYG	604.5	56.0	Denmark	10.794642857142858
3774	01G6N8XC1VKK102QNKTTSA6XA4	100.0	60.0	Romania	1.6666666666666667
3776	01G6N8X0K9J29VV49HP3C8QMY3	580.0	33.0	Finland	17.575757575757574
3777	01G6N8X7GTHQVQ83C7S33X0DQ9	1250.0	150.0	Belgium	8.333333333333334
3778	01G6N8X5DK9X1RYTZPVGP586Q1	525.0	60.0	Hungary	8.75
3779	01G6N8WKQRZSAZ8RX7716AFG6P	940.0	63.0	Austria	14.920634920634921
3780	01G6N8WC2VF9157KQGE85P9G08	730.0	55.0	Italy	13.272727272727273
3781	01G6N8WR3AYC393H0E6GWWRB68	1500.0	35.0	Netherlands	42.857142857142854
3782	01G6N8X2MY12E5BEJTZ2YP57M7	300.0	39.0	Republic	7.6923076923076925
3783	01G6N8WR8TQ9VWGQDSR6FP9WS4	1550.0	60.0	Netherlands	25.833333333333332
3784	01G6N8WZ6AMQWT0FYTTDVG1Q01	629.91	25.0	Sweden	25.196399999999997
3785	01G6N8X6KY6FAFW6R3Q8W69KP4	2100.0	80.0	Luxembourg	26.25
3786	01G6N8WY487WM13P0XJ7MCJY7V	2030.3999999999999	117.0	Iceland	17.353846153846153
3788	01G6N8WNSAAQ39R6V2STQ8TVWF	1116.0	80.0	Switzerland	13.95
3789	01G6N8X6Q3TDCJDA3Q7AS9V8HP	1250.0	30.0	Luxembourg	41.666666666666664
3790	01G6N8XE5MFSTT2CX2AEYN9RWE	400.0	57.0	Estonia	7.017543859649122
3791	01G6N8WWPDC95D11HAV751XBVR	629.79	52.0	Poland	12.111346153846153
3792	01G6N8X1VNVQ04VHVGC4WQX220	690.0	27.0	Finland	25.555555555555557
3793	01G6N8X6A9S4W3B0Y1YNWA48YX	350.0	27.0	Hungary	12.962962962962964
3795	01G6N8X23JVR9X61VATEFEXZMQ	1338.22	73.0	Finland	18.331780821917807
3797	01G6N8X4Q6HCRTFWNSQ2Z935Q2	325.0	53.0	Hungary	6.132075471698113
3798	01G6N8WVXXF847GFR7VBGXZNHA	273.0	46.0	Poland	5.934782608695652
3800	01G6N8WWMJ0NMYSM1BEYC4S9AC	291.9	50.0	Poland	5.837999999999999
3802	01G6N8X2PN9RPM2MFTPC7Z2DKE	320.0	25.0	Republic	12.8
3803	01G6N8WMDJGN1ZP92BMXVEFDSH	553.0	48.0	Austria	11.520833333333334
3804	01G6N8WV33795NE9N36F2BX26R	1508.0	95.0	Denmark	15.873684210526315
3806	01G6N8XDP768S6HS74ESMEMZMY	460.0	28.0	Estonia	16.428571428571427
3808	01G6N8WKH7QWDHGJG3HSGXYR99	879.0	57.0	Austria	15.421052631578947
3809	01G6N8WEYA9E3Q719TA50H0TMY	1000.0	101.0	Spain	9.900990099009901
3812	01G6N8WYE0BK6P654AD8D4KD12	540.0	46.0	Sweden	11.73913043478261
3813	01G6N8WEKX8PDX20TP41D7DZSB	900.0	85.0	Spain	10.588235294117647
3815	01G6N8WRCXMTWS07Z5QGQGAMS7	1200.0	250.0	Netherlands	4.8
3816	01G6N8X804KY4G73F6B2VHTP9B	1100.0	89.0	Belgium	12.359550561797754
3817	01G6N8X3CBFJ6W9Y55QD0T9G8R	360.0	55.0	Republic	6.545454545454546
3818	01G6N8X1WXRMG7G12CCWK75MC9	700.0	29.0	Finland	24.137931034482758
3819	01G6N8X13AMHEEMCB52PDKJXNT	450.0	55.0	Finland	8.181818181818182
3821	01G6N8XCM9EKRYRF5G0TQ4JH94	90.0	45.0	Romania	2.0
3822	01G6N8X188D2ZXJDNZ70M72ETB	796.0	57.0	Finland	13.964912280701755
3823	01G6N8WNKSPDPSSB7ZJ9M48XEY	480.0	117.0	Switzerland	4.102564102564102
3824	01G6N8X0TPK13NANTG00221M00	770.0	65.0	Finland	11.846153846153847
3825	01G6N8WQXVDBGZ7TJR7QQNVX09	2250.0	155.0	Netherlands	14.516129032258064
3826	01G6N8X896E3QCNKJYWSYRFHJ5	700.0	88.0	Belgium	7.954545454545454
3827	01G6N8WGP5J9QN69DEXZ85NJMK	1200.0	21.0	France	57.142857142857146
3828	01G6N8WF6AEHB7KMQPYM0TJW6G	1300.0	134.0	Spain	9.701492537313433
3829	01G6N8X5WD17TW2DCKP0ZWGQK6	487.5	55.0	Hungary	8.863636363636363
3831	01G6N8WTZ396FK4C3PR0A1Q6TF	1222.0	101.0	Denmark	12.099009900990099
3833	01G6N8WWBVFYQYT3R4PHHF4Y03	525.0	42.0	Poland	12.5
3835	01G6N8WFF6WA4GCJNVR5E9ZVX4	463.0	29.0	France	15.96551724137931
3837	01G6N8X949N64E7DG0784P6KM1	950.0	130.0	Malta	7.3076923076923075
3838	01G6N8WGVGBGB2010G1R7P2ZQR	550.55	58.0	Austria	9.492241379310345
3840	01G6N8XDQQ9D8KP1ERG5116BJF	450.0	27.0	Estonia	16.666666666666668
3841	01G6N8WGCVAH28726AQSB95V6M	733.08	87.0	France	8.426206896551724
3843	01G6N8WNRNQYYQQX2FM62B6NSA	1850.0	129.0	Switzerland	14.34108527131783
3845	01G6N8WCN6QZBSCKSQVNE90VB5	1250.0	170.0	Italy	7.352941176470588
3846	01G6N8WG079P9ESWD7KW3H260T	732.0	29.0	France	25.24137931034483
3847	01G6N8WGW3XF9ASWPQ9H6SZE1J	459.09	39.0	Austria	11.77153846153846
3848	01G6N8WBTDJ2A3WHNRG2SEV9FR	1200.0	50.0	Italy	24.0
3849	01G6N8WQP5TZ9GH3ZEQSJ38TZY	700.0	58.0	Portugal	12.068965517241379
3851	01G6N8X44H92M9PT76159D225Z	433.5	77.0	Bulgaria	5.62987012987013
3852	01G6N8WG2QTHSZV4RM9ZBZQ8KT	1033.0	63.0	France	16.396825396825395
3853	01G6N8WGA12GR97T3KBJNRQ9G0	452.0	46.0	France	9.826086956521738
3854	01G6N8WMRJJDKXE8D4YVAB67H7	480.0	30.0	Austria	16.0
3855	01G6N8WFBRPYP24FFRT3HC83GG	565.0	52.0	France	10.865384615384615
3856	01G6N8XD8VDX9K4HMKQJE2NXV4	115.0	65.0	Romania	1.7692307692307692
3857	01G6N8XCQF3Z3DJ4GM48XNF0KB	114.0	84.0	Romania	1.3571428571428572
3859	01G6N8X4NG2JMC7SBHPPAYN0N1	375.0	70.0	Hungary	5.357142857142857
3860	01G6N8WNRSX0F7E0K50XMBXYG6	1950.0	106.0	Switzerland	18.39622641509434
3861	01G6N8WYTY3SJK8W65ZCWXXHFG	486.0	15.0	Sweden	32.4
3863	01G6N8WYMMVC6RT80WB7X8BNR6	297.0	13.0	Sweden	22.846153846153847
3864	01G6N8X0P5E1D8HFZ7YNYR1ZF4	925.96	44.0	Finland	21.044545454545457
