	id	price	surface	country	index
1312	01G6N8WHRQE0X2QN5PNGEZR2CZ	1100.0	70.0	Austria	15.714285714285714
1315	01G6N8X1PRKD2FRK256K22TN20	850.0	65.0	Finland	13.076923076923077
1318	01G6N8XBCKKZ1SPG3JB9H1HTV0	489.0	69.0	Slovenia	7.086956521739131
1320	01G6N8WC0GTM584XQE2358AERW	695.0	65.0	Italy	10.692307692307692
1321	01G6N8WNY77RCW05DS6BMJG9Z3	2800.0	150.0	Switzerland	18.666666666666668
1322	01G6N8WDAC70K919YZXVWG6ZJA	1050.0	97.0	Italy	10.824742268041238
1323	01G6N8X7A0DAAWQ91ZTJ9GX8Z8	700.0	144.0	Belgium	4.861111111111111
1327	01G6N8X6PVM2G1ZYBG06YKWERD	1500.0	73.0	Luxembourg	20.54794520547945
1328	01G6N8WJDX7V1B1TWJHF36TBRM	846.11	55.0	Austria	15.383818181818182
1329	01G6N8WXR1Q175513DAAKXDC82	1.5	160.0	Greece	0.009375
1330	01G6N8XD5MA5R19PE99GAPH8AK	1000.0	510.0	Romania	1.9607843137254901
1331	01G6N8WKHP0SXN64WFSM1NBSVH	740.0	47.0	Austria	15.74468085106383
1332	01G6N8WXADA5DT5PJA51P7B0V4	325.5	20.0	Poland	16.275
1335	01G6N8XCHZNFAW5CFJ3AF5Q2DD	70.0	65.0	Romania	1.0769230769230769
1336	01G6N8WGGJK652J982WBH1J5F8	2250.0	101.0	France	22.277227722772277
1338	01G6N8X5H8C7CKAG31FBEAFENS	450.0	50.0	Hungary	9.0
1339	01G6N8WZZGPSTWRVCWHNCK1D0E	251.19	33.0	Sweden	7.611818181818181
1340	01G6N8X3FBX5FHSS3XS2VN0J7H	400.0	45.0	Republic	8.88888888888889
1341	01G6N8WMWGFW03F6NKPN4JQ1HW	616.41	46.0	Austria	13.400217391304347
1343	01G6N8WF99GFN9NYEQ0D8EX1KZ	900.0	79.0	Spain	11.39240506329114
1344	01G6N8X7ZXS0JQ5CFYATTQSP2Z	2150.0	235.0	Belgium	9.148936170212766
1348	01G6N8WG1P25G0E4XZFS41Z9FR	850.0	17.0	France	50.0
1349	01G6N8X4F9AETWXXVP5F1X30DM	425.0	37.0	Hungary	11.486486486486486
1351	01G6N8WNZK5SWHXWMEZKC08GK2	1530.0	100.0	Switzerland	15.3
1352	01G6N8WKSH4JW7BG2HJ56H4JAD	530.0	47.0	Austria	11.27659574468085
1354	01G6N8WW9EEG2S0PGGET71KKZK	378.0	34.0	Poland	11.117647058823529
1355	01G6N8X8XMWT4X83524KJ55JES	1900.0	104.0	Belgium	18.26923076923077
1356	01G6N8WBP6137RCKGRYK9N17F0	620.0	50.0	Italy	12.4
1357	01G6N8WZVZYEZHQ7JSDXCYETHX	435.06	60.0	Sweden	7.251
1358	01G6N8X1J6NBDDR46KJJ6EESZ9	607.0	26.0	Finland	23.346153846153847
1361	01G6N8WFQ2Y68T8V77PA6C82N4	442.0	51.0	France	8.666666666666666
1362	01G6N8WFXNPT4Y7SMCN7R8AXKS	676.0	54.0	France	12.518518518518519
1363	01G6N8XEAA1ETF0QBWGKXN8NYV	950.0	57.0	Estonia	16.666666666666668
1364	01G6N8WMNQ51NHP7C8F6KBE8F5	739.65	41.0	Austria	18.040243902439023
1366	01G6N8X6AC7E3R4Y3J93G20B8G	500.0	42.0	Hungary	11.904761904761905
1369	01G6N8XE951KW9R84VE4XZJ3BT	800.0	68.0	Estonia	11.764705882352942
1370	01G6N8WB6YAET2HYJZWXD1X1V4	450.0	17.0	Italy	26.470588235294116
1371	01G6N8WWRTQ3AQ9EG0Y2S178BJ	588.0	29.0	Poland	20.275862068965516
1372	01G6N8X4F5JVQ0G4BVFA59VFRY	175.0	50.0	Hungary	3.5
1374	01G6N8WXXRPGM34WKFD9VZEHT3	800.0	125.0	Greece	6.4
1375	01G6N8XCPW5EW6NK8RZ5NTFYY1	86.0	72.0	Romania	1.1944444444444444
1376	01G6N8WKBXK31EWE3CQMP6P46V	490.0	57.0	Austria	8.596491228070175
1377	01G6N8WCFCS6HY24Y2WCCRE3G7	450.0	80.0	Italy	5.625
1378	01G6N8X6HG857VQJ8T9V2S042V	2100.0	85.0	Luxembourg	24.705882352941178
1380	01G6N8X93VHP3MC8NYWCMCPEWQ	900.0	130.0	Malta	6.923076923076923
1381	01G6N8WJE17MJ22NRZ4K7XZRE3	778.96	55.0	Austria	14.162909090909091
1383	01G6N8WMTQ8MEJNDHPKCP3KA0P	1080.0	69.0	Austria	15.652173913043478
1384	01G6N8WBABM4RV8Z9W8HEM1PF3	1100.0	95.0	Italy	11.578947368421053
1385	01G6N8WBYN0MQZQRH01XCMS5WN	10000.0	350.0	Italy	28.571428571428573
1386	01G6N8X3HJ000TYHPJV69MDGZJ	600.0	60.0	Republic	10.0
1387	01G6N8WKSD7Y2EVVV7A7XDWGFQ	1103.3	69.0	Austria	15.989855072463767
1388	01G6N8X9ABWHSR77ZENEB8TBRV	1400.0	160.0	Malta	8.75
1389	01G6N8WFY8ZBAQNW5G7X9HQZNC	757.0	52.0	France	14.557692307692308
1390	01G6N8X2MB0R1CJXQ6DF3MFZ6T	544.0	24.0	Republic	22.666666666666668
1391	01G6N8WWD28JBPNE3KFSGWK7HW	1050.0	80.0	Poland	13.125
1392	01G6N8WSJKY1A5KFQVTHCR6BC1	1315.0	72.0	Netherlands	18.26388888888889
1393	01G6N8X0X0109XYCT98T4JH0FB	756.0	39.0	Finland	19.384615384615383
1394	01G6N8XE8DQFZJBTW043XN4D84	500.0	25.0	Estonia	20.0
1395	01G6N8XBC42Z75291BZRB0YJ14	315.0	47.0	Slovenia	6.702127659574468
1397	01G6N8WFEB0NNRV20RGPV6XR2S	2900.0	37.0	France	78.37837837837837
1398	01G6N8WBP0CHJMR4Y5EW1QR1V6	2500.0	133.0	Italy	18.796992481203006
1400	01G6N8WX0CQ8J5NWYGT4EQ78QP	777.0	53.0	Poland	14.660377358490566
1401	01G6N8X610NQWPV5TJJ5HPY2VC	250.0	53.0	Hungary	4.716981132075472
1402	01G6N8WFQV2Z4D8J7MR6Y9WXYV	525.0	59.0	France	8.898305084745763
1403	01G6N8WYX929438VEF69QRPKNB	900.0	33.0	Sweden	27.272727272727273
1404	01G6N8WVF46PGRPWE3JZ182P1F	666.64	76.0	Denmark	8.77157894736842
1405	01G6N8WB0YTGCVGN5FG7RJHN4J	500.0	50.0	Italy	10.0
1406	01G6N8WVCCJGT1Y0EYM34HPRZ7	286.78000000000003	29.0	Denmark	9.888965517241381
1407	01G6N8X1EFW25VN59T36WK9X3E	760.0	54.0	Finland	14.074074074074074
1408	01G6N8WBHAB59Y44TD6D6PS7TG	680.0	11.0	Italy	61.81818181818182
1409	01G6N8X0CKR7HAWF570SGTE0T5	912.0	40.0	Norway	22.8
1411	01G6N8WQJ2AAADVWE7KCE0KE1Y	800.0	78.0	Portugal	10.256410256410257
1412	01G6N8WFYCFTWC0K4V4F53ZRX7	749.0	50.0	France	14.98
1413	01G6N8X2TDMFVYH48PN53K43VT	168.0	23.0	Republic	7.304347826086956
1414	01G6N8X6E78E1GKY92DHWP6XQX	1650.0	110.0	Lithuania	15.0
1415	01G6N8X5Y38ZMAXMQ11M6902AR	450.0	43.0	Hungary	10.465116279069768
1417	01G6N8WW1HDNM7GSHH4AV3DVVA	441.0	58.0	Poland	7.603448275862069
1418	01G6N8WQQFRHCCJYDCCS83TPCK	500.0	253.0	Portugal	1.976284584980237
1419	01G6N8XDMT4S8826VFAM82AZ2G	1800.0	107.0	Estonia	16.822429906542055
1420	01G6N8WGEPSXN96VGMZFGTR2FG	829.0	49.0	France	16.918367346938776
1421	01G6N8WG7DYB7818BWMM0C4GSC	360.0	20.0	France	18.0
1422	01G6N8WWRE9DFJFCGN7VVGSQFZ	147.0	14.0	Poland	10.5
1423	01G6N8X0KMD2TNC66WA2JHEDFZ	620.0	37.0	Finland	16.756756756756758
1424	01G6N8WBWKRFC1QR7SSE7EJE6V	350.0	25.0	Italy	14.0
1425	01G6N8WEH9B7ESKA46BX0MC1ZP	1600.0	150.0	Spain	10.666666666666666
1426	01G6N8WHXECHNBFHYDVEX3VW5K	1597.18	133.0	Austria	12.008872180451128
1427	01G6N8WNYFZN5S5MP8PTR0VZ11	710.0	126.0	Switzerland	5.634920634920635
1428	01G6N8X28A2TPQN329N7FGXPP5	995.0	102.0	Finland	9.754901960784315
1429	01G6N8X7GP1K15ZEC03X5014B0	670.0	90.0	Belgium	7.444444444444445
1430	01G6N8WGWA8AXDGKXJJX4VP4F2	514.0	40.0	Austria	12.85
1431	01G6N8X0673BTZVM5AVG497HTY	388.26	22.0	Sweden	17.64818181818182
1432	01G6N8WZZRT8YVNKNCQZH5X9ZQ	314.64	42.0	Sweden	7.491428571428571
1433	01G6N8WHY004TYAAAVXXWNJ7T5	497.16	28.0	Austria	17.755714285714287
1434	01G6N8WRZ7PTD6PADHMHYTPJF2	440.0	15.0	Netherlands	29.333333333333332
1435	01G6N8X5XGTKTTMDA6M5Q478KY	300.0	60.0	Hungary	5.0
1436	01G6N8WJBND1DQ3F3VB28M91RC	799.01	52.0	Austria	15.365576923076922
1437	01G6N8WSGFRRSFF4EZERSGH4ZK	1315.0	75.0	Netherlands	17.533333333333335
1438	01G6N8X3RR1G5CG5RDF712CFRE	2200.0	320.0	Republic	6.875
1439	01G6N8XBC0WEH0D6QMBCFJXM9P	313.0	46.0	Slovenia	6.804347826086956
1440	01G6N8WTJY1XMSZP4VD465ECV1	1415.05	99.0	Denmark	14.293434343434344
1442	01G6N8X6N9JRJGZH6SDZTD7V8Y	6950.0	350.0	Luxembourg	19.857142857142858
1443	01G6N8X2DZTBRSRZZ320CMGH76	669.0	65.0	Finland	10.292307692307693
1444	01G6N8X4TN0PKQ1MHY6WQ8DGQJ	500.0	42.0	Hungary	11.904761904761905
1445	01G6N8WNJ7YJJR32NBKXME48M9	2090.0	92.0	Switzerland	22.717391304347824
1446	01G6N8WQTNY4PR85YJTJGRTNMA	3590.0	190.0	Portugal	18.894736842105264
1447	01G6N8WT1HDBY9SV91H7Y8AXCX	1160.25	70.0	Denmark	16.575
1448	01G6N8WX2NTR4PEC6X8FEGDCYC	5250.0	148.0	Poland	35.472972972972975
1450	01G6N8WNG3Y9CDQRKX8TK4AAF8	1348.0	135.0	Switzerland	9.985185185185186
1451	01G6N8X1QD8CQJYP3ZV1K30X4Q	460.0	27.0	Finland	17.037037037037038
1453	01G6N8WK611B305XQCVXCWB7RA	783.37	56.0	Austria	13.98875
1454	01G6N8X0AT1HHRT9X67AFEGSWF	1440.0	61.0	Norway	23.60655737704918
1455	01G6N8WPN2H0QZN2VNEX7NTQVV	2500.0	99.0	Ireland	25.252525252525253
1456	01G6N8X145ZJ72Y85JAZZFPSQN	1180.0	66.0	Finland	17.87878787878788
1458	01G6N8XBZK14FX5T525QQAGNMF	100.0	90.0	Romania	1.1111111111111112
1459	01G6N8X27PAD2TKRGNMQK0RW74	360.0	32.0	Finland	11.25
1460	01G6N8WFG8KBYWBG5FGMVAR306	780.0	65.0	France	12.0
1461	01G6N8WXSX2G9WGEEWMF98V8W5	400.0	90.0	Greece	4.444444444444445
1463	01G6N8XCVBJENRHH3QCJKDFC7N	56.0	50.0	Romania	1.12
1464	01G6N8WGDMT7XM2CMG70B2DG1Q	596.21	68.0	France	8.767794117647059
1466	01G6N8WWZ2467EGCTDZ9KDR5MB	3150.0	140.0	Poland	22.5
1467	01G6N8WXWVZNFVPJ6HY6N1B2V6	750.0	100.0	Greece	7.5
1468	01G6N8X25CK1HWYM5H84N8P4FZ	907.0	45.0	Finland	20.155555555555555
1470	01G6N8WSGYTHVSN3GYM3ABJ0ZC	5000.0	193.0	Netherlands	25.906735751295336
1471	01G6N8WRFHAAV0C4K8NQNM18F7	1400.0	86.0	Netherlands	16.27906976744186
1473	01G6N8WM34JP5CX9MJ3WW3ED30	937.26	68.0	Austria	13.783235294117647
1474	01G6N8WBNPEZC1G89X1714XVWK	2700.0	120.0	Italy	22.5
1475	01G6N8XCYF0GHSE1ES1FGB1ZG2	60.0	56.0	Romania	1.0714285714285714
1477	01G6N8WQ96F1TC3Y6XZZ5V0E96	2500.0	106.0	Portugal	23.58490566037736
1478	01G6N8WM56CJGEJXNW5BZYKQ41	740.54	46.0	Austria	16.098695652173912
1479	01G6N8WRABVWJ61MQWHK7938F7	1320.0	127.0	Netherlands	10.393700787401574
1480	01G6N8X3MT087QF90H9SSG9KS9	1200.0	163.0	Republic	7.361963190184049
1481	01G6N8WGK7P64Y05XPAX8320GD	1250.0	39.0	France	32.05128205128205
1482	01G6N8WEKQHV4FAWXAGV0Z5H0R	450.0	48.0	Spain	9.375
1484	01G6N8X00XBEPGYV8F4PTKC7T5	855.0	45.0	Sweden	19.0
1486	01G6N8WRJCR6PBE1D32P55W795	1350.0	87.0	Netherlands	15.517241379310345
1487	01G6N8WN5DW63SWY95A1SY81FT	1210.0	72.0	Switzerland	16.805555555555557
1489	01G6N8X073VGKG9THZS6YDCY5E	591.39	81.0	Sweden	7.301111111111111
1491	01G6N8X7BWQP92X7B5FR27J6K1	775.0	85.0	Belgium	9.117647058823529
1492	01G6N8X1QKTCY4TYG0HNMGF6GH	670.0	39.0	Finland	17.17948717948718
1493	01G6N8WD4HTVA6FWGEHHJGKNZY	900.0	60.0	Italy	15.0
1494	01G6N8WBD749NYE120ZAR062BW	420.0	50.0	Italy	8.4
1495	01G6N8WXMVA34Y74D4VXR86WSN	3.2	153.0	Greece	0.020915032679738564
1497	01G6N8WFGYCAVYJ0JWRDGDKAVF	430.0	23.0	France	18.695652173913043
1498	01G6N8X0V8XMZXPR1Z8WS5YYTA	1850.0	92.0	Finland	20.108695652173914
1500	01G6N8WKS95FHK2TSNP0E9W6QW	1105.0	72.0	Austria	15.347222222222221
1501	01G6N8X6M7CE1J52ET4TPZBSGD	4400.0	176.0	Luxembourg	25.0
1502	01G6N8WV50Y72N1KCYZ45G923S	777.01	96.0	Denmark	8.093854166666667
1503	01G6N8WWN1Y6AREPN0P9HSSWB8	1923.6	60.0	Poland	32.059999999999995
1504	01G6N8WNSS4SPJJMQSW2XQHANV	1230.0	80.0	Switzerland	15.375
1505	01G6N8X1ZVCDA1QZ3WDQEX2NNW	1128.0	88.0	Finland	12.818181818181818
1506	01G6N8WK9CV7E4YTNEQG14G77T	844.0	53.0	Austria	15.924528301886792
1507	01G6N8WCRHS73PNGJ196XDD936	2833.0	120.0	Italy	23.608333333333334
1509	01G6N8X06ZB3X2A0MAP2QDJGMJ	587.79	81.0	Sweden	7.256666666666666
1510	01G6N8X855EW6DE9SFZJVWNJSD	850.0	82.0	Belgium	10.365853658536585
1511	01G6N8WBSQ61FJ3FAZ68FDJK7S	700.0	30.0	Italy	23.333333333333332
1513	01G6N8WC3NYM1MM0NJ0Z1W097W	650.0	120.0	Italy	5.416666666666667
1516	01G6N8WXFEET5A8T9E86080G3Q	1050.0	110.0	Poland	9.545454545454545
1517	01G6N8X4VWCXAAT29T7MRSBEYQ	150.0	60.0	Hungary	2.5
1520	01G6N8WQZP4N7MX81GAQ3BPBFQ	1250.0	55.0	Netherlands	22.727272727272727
1522	01G6N8X358QDKRMZPXT4MN6RYF	2200.0	200.0	Republic	11.0
1523	01G6N8WD5HKTVEQ131VBZSQJP8	450.0	60.0	Italy	7.5
1525	01G6N8WEGG2FEHWTHTWYYRZ8V6	1000.0	90.0	Spain	11.11111111111111
1526	01G6N8WFVM000AG89BATYA0JE7	950.0	91.0	France	10.43956043956044
1527	01G6N8WF9W6H1RBMSPMS4FHAYR	1800.0	198.0	Spain	9.090909090909092
1530	01G6N8WBT26WAZGYHE2XE6PE23	3000.0	190.0	Italy	15.789473684210526
1531	01G6N8WH0H17T78CNTVKMVJ3ZT	2.0	89.0	Austria	0.02247191011235955
1532	01G6N8X0ZJY36F9HH0P5D15XR2	779.34	62.0	Finland	12.57
1533	01G6N8WCSVG5TC9HZJY8RGPC4V	1300.0	220.0	Italy	5.909090909090909
1534	01G6N8WR0WP66RCR544QFXJHHT	421.46	30.0	Netherlands	14.048666666666666
1536	01G6N8WKESYT8VTE4MYD7G223Q	650.0	46.0	Austria	14.130434782608695
1537	01G6N8WCJSCWGPVDNZJF544JKA	1200.0	65.0	Italy	18.46153846153846
1538	01G6N8WFFHVGPDJEJD6RJ2PT4E	850.0	40.0	France	21.25
1539	01G6N8WM1E2X72TTPAQE1D52P9	2490.0	146.0	Austria	17.054794520547944
1541	01G6N8WNZVG1HR3G5VMZ1X9TN3	356.0	95.0	Switzerland	3.7473684210526317
1543	01G6N8WWDM4K1BZJPC6R0YK8PT	336.0	31.0	Poland	10.838709677419354
1545	01G6N8WQNEAE0GP1GGYXAAHHCB	3850.0	852.0	Portugal	4.518779342723005
1546	01G6N8X1H4K830SY94CCPRGKYP	469.5	31.0	Finland	15.14516129032258
1547	01G6N8X4D2EZXDWRSM3DTM8PZZ	550.0	53.0	Hungary	10.377358490566039
1548	01G6N8X472NWGPTSQ0XNAZX2YE	127.5	45.0	Bulgaria	2.8333333333333335
1549	01G6N8WBN6J7946RQFHCG3GEMK	1900.0	87.0	Italy	21.839080459770116
1550	01G6N8X0KR049SQH1XATB2Q83T	500.0	36.0	Finland	13.88888888888889
1555	01G6N8X1Z05M22CXMFFP26ZSNH	1051.0	80.0	Finland	13.1375
1556	01G6N8WYJH244ZY7T5BBDCF5QZ	702.0	18.0	Sweden	39.0
1557	01G6N8WR297FYGS1YYQQRM687D	950.0	69.0	Netherlands	13.768115942028986
1558	01G6N8X1JXZ1J4XZRVPTKKK1HT	715.0	27.0	Finland	26.48148148148148
1559	01G6N8WWXSE11GG5QTSBKT3BQC	609.0	36.0	Poland	16.916666666666668
1560	01G6N8X7SMRR2CBPQBYKFHHZRC	3200.0	382.0	Belgium	8.37696335078534
1562	01G6N8WSVV39GQ8YJP7XVWYGY6	611.0	87.0	Denmark	7.022988505747127
1563	01G6N8WVFVYPW2WQF8GY9Z3D63	710.71	75.0	Denmark	9.476133333333333
1565	01G6N8WGQZZYZS5SM9YHFMJCN4	1680.0	43.0	France	39.06976744186046
1566	01G6N8X62ZMS76H8NBKZGFJ86P	737.5	51.0	Hungary	14.46078431372549
1567	01G6N8WYB9K3NWG45322XC82T7	226.44	20.0	Sweden	11.322
1568	01G6N8XDBCZMMKNK10630VJGCB	330.0	116.0	Romania	2.8448275862068964
1569	01G6N8XCCWK2326GV3BQEKHPRC	74.0	52.0	Romania	1.4230769230769231
1570	01G6N8X3C1WS11W56VV7TFPEV3	280.0	50.0	Republic	5.6
1571	01G6N8WKZSG2ZGWE364A8ME2NW	420.0	60.0	Austria	7.0
1572	01G6N8X3TFN58S4HHFT9DF9SCZ	2000.0	200.0	Republic	10.0
1573	01G6N8WZD8QMRGKSFFZ7XT1YQW	466.91999999999996	35.0	Sweden	13.340571428571428
1574	01G6N8WD9TQBWY8QXFSYRHA1PT	890.0	36.0	Italy	24.72222222222222
1575	01G6N8WR6HXBHXTT14X752X7VD	1400.0	112.0	Netherlands	12.5
1576	01G6N8WYWXMGKPTY2E021N27SF	1845.0	100.0	Sweden	18.45
1579	01G6N8WG40QA60V1J2R4YZ4JV1	955.0	32.0	France	29.84375
1580	01G6N8WN7Y6PA9GHN8BE8F1GDP	1450.0	76.0	Switzerland	19.07894736842105
1581	01G6N8WBF4244SAGJQQVM8H8ED	550.0	55.0	Italy	10.0
1582	01G6N8X3MJX6GZWBFXFN3D48ZQ	1200.0	100.0	Republic	12.0
1585	01G6N8WJXNTQAEKDJKKAE8E94K	740.0	50.0	Austria	14.8
1586	01G6N8WECA97AP7AH9AAYDZMSG	570.0	80.0	Spain	7.125
1588	01G6N8X8T3N6NS043BKFXYH0XW	800.0	61.0	Belgium	13.114754098360656
1589	01G6N8X3KHPNXQAAV9AR3MH2KH	272.0	6.0	Republic	45.333333333333336
1591	01G6N8WZ41HKT407KZVXJ67KVF	1800.0	55.0	Sweden	32.72727272727273
1592	01G6N8WZY2CXPG8VX7Q4RJM2RQ	409.14	52.0	Sweden	7.868076923076923
1594	01G6N8WYWNY0T3NNJ0C5G33PCJ	714.6	106.0	Sweden	6.741509433962264
1595	01G6N8WMNER4ZJW3E59YP9ZKB9	829.85	45.0	Austria	18.441111111111113
1597	01G6N8WB1XRDEPFVV75T3RBWA6	700.0	35.0	Italy	20.0
1600	01G6N8X55S0A66T95EQJKPNCH6	625.0	120.0	Hungary	5.208333333333333
1602	01G6N8WD7XQFFN009PB610V25T	800.0	28.0	Italy	28.571428571428573
1603	01G6N8WZZC08NJMVKKG3XG2BYN	289.17	38.0	Sweden	7.609736842105264
1604	01G6N8WF058CZ6K2CD6SG5J567	2000.0	160.0	Spain	12.5
1605	01G6N8WFRYCAA57JGJVBCKKFX9	528.0	27.0	France	19.555555555555557
1606	01G6N8XDBJ8CEW07P85Y1N1NVN	900.0	500.0	Romania	1.8
1607	01G6N8WB7TRSFVVQ3N2RPXB50C	1300.0	60.0	Italy	21.666666666666668
1608	01G6N8XDNWQ96XDJPK79364T18	390.0	15.0	Estonia	26.0
1609	01G6N8WTF12D92RSWWGGVX8T48	1033.5	64.0	Denmark	16.1484375
1610	01G6N8WTHPFGAH8Q5A63B4WS17	1169.3500000000001	106.0	Denmark	11.031603773584907
1611	01G6N8X811ZZ9MCJ0JF8168G3V	775.0	68.0	Belgium	11.397058823529411
1612	01G6N8WP0G8GBPJEBPB62FXZ8Y	1350.0	60.0	Switzerland	22.5
1613	01G6N8WTKX19ZG5631KES8NG1C	1118.0	109.0	Denmark	10.256880733944953
1614	01G6N8WCNCJKAVBM12SKQVAWY2	2250.0	84.0	Italy	26.785714285714285
1615	01G6N8X5GKVNKE74SS2MMF5TS4	812.5	60.0	Hungary	13.541666666666666
1616	01G6N8WXKNCCHAES5CCYEVFMJ9	2885.4	67.0	Poland	43.06567164179105
1617	01G6N8X3P7N638MFNW5Y8KJKJ1	5200.0	220.0	Republic	23.636363636363637
1618	01G6N8WD9HJZE1J25XZ96G6E3Q	1400.0	80.0	Italy	17.5
1619	01G6N8WR6QH79GHX1PWBQFZZ4F	2500.0	367.0	Netherlands	6.8119891008174385
1621	01G6N8X88ZP94A6A0V6VS3K4TS	490.0	45.0	Belgium	10.88888888888889
1622	01G6N8X7HB6MJS8S74BAE7V45E	825.0	120.0	Belgium	6.875
1623	01G6N8X5DYNSHDRHZ5MZ9099Y7	625.0	41.0	Hungary	15.24390243902439
1624	01G6N8X2QFK6EBPZ21KBG784E9	400.0	67.0	Republic	5.970149253731344
1625	01G6N8X2J5EGHRVXS6WTRPMXAS	400.0	45.0	Republic	8.88888888888889
1627	01G6N8WVM3VSQDS47KX3HC934T	1157.0	119.0	Denmark	9.722689075630251
1628	01G6N8WS0QCG08NF1SYZ2J42TN	1950.0	80.0	Netherlands	24.375
1629	01G6N8WYWE08W2XQHRS7T6K3X6	1224.0	65.0	Sweden	18.83076923076923
1631	01G6N8WFXH9QHAQKQRBZA398WA	662.0	37.0	France	17.89189189189189
1632	01G6N8XD5WFYNSAWB0PH2TTWAN	720.0	472.0	Romania	1.5254237288135593
1633	01G6N8WB84V37VNFKJQWFFG4WM	2916.0	85.0	Italy	34.305882352941175
1634	01G6N8WFWQJFYNW9BKC7EAKNBV	525.0	60.0	France	8.75
1635	01G6N8X8XGJM78VNX0DS6YC7H7	1250.0	55.0	Belgium	22.727272727272727
1637	01G6N8WQBMFYKVXE608EFRTD0M	450.0	108.0	Portugal	4.166666666666667
1638	01G6N8X6V1C2SD0QWWQTJ7N2HP	800.0	15.0	Luxembourg	53.333333333333336
1639	01G6N8X56RSHAQ5FEBM31FYZ8B	375.0	65.0	Hungary	5.769230769230769
1640	01G6N8WXT86Y86DHS870R7AGN0	650.0	70.0	Greece	9.285714285714286
1641	01G6N8WC50MCPGQN4ER067WVHW	950.0	170.0	Italy	5.588235294117647
1642	01G6N8X7CB9NDYX0X04EQ4KKET	760.0	90.0	Belgium	8.444444444444445
1643	01G6N8WQ2R0ZZMNWW8RFNQ08RM	2100.0	140.0	Portugal	15.0
1645	01G6N8X874Z75Y1QFNCCTCV65W	1000.0	90.0	Belgium	11.11111111111111
1646	01G6N8WJQP3XSYSXDF9HWR7BVZ	532.36	57.0	Austria	9.339649122807018
1647	01G6N8WRG09PPFQAG6W8J7G7Q5	550.0	38.0	Netherlands	14.473684210526315
1649	01G6N8WDFJKXSWCJB5SKCG2SMH	3500.0	400.0	Italy	8.75
1650	01G6N8WB18F8SRFD0HXPG974HQ	700.0	70.0	Italy	10.0
1651	01G6N8WFWGTX2J36VRAWFDCHH8	640.0	49.0	France	13.061224489795919
1652	01G6N8WY3YVB6AF7YWH4T7JEGG	1800.0	78.0	Iceland	23.076923076923077
1653	01G6N8WH5M1WQAS65ANCX59SEF	784.74	74.0	Austria	10.604594594594595
1654	01G6N8WH0Q85HJQJVVZQWK8A0Q	501.61	34.0	Austria	14.753235294117648
1655	01G6N8WX2X3G55SFDQRDR9WZXB	672.0	51.0	Poland	13.176470588235293
1657	01G6N8WWTX2NB4R61S48ZHH07J	441.0	36.0	Poland	12.25
1658	01G6N8WK4P8TYP4BFPYHXZ2BNK	579.0	69.0	Austria	8.391304347826088
1659	01G6N8WSZZ2RGH498AVPAG32YY	1644.5	122.0	Denmark	13.479508196721312
1660	01G6N8X0YKKY9MDQADH0WDHPVE	599.0	28.0	Finland	21.392857142857142
1661	01G6N8X2783FXNXWKM1X0N8MZZ	685.0	60.0	Finland	11.416666666666666
1662	01G6N8WDCG2MTZYFW6JY0GXF2T	1600.0	55.0	Italy	29.09090909090909
1663	01G6N8X2MT2M94BFEYHGSGTFHB	680.0	99.0	Republic	6.8686868686868685
1665	01G6N8WZSBRAQ1ZS72V9XXCBY7	888.8399999999999	78.0	Sweden	11.395384615384614
1666	01G6N8WHPB5QTQ9P8YMZR2R48J	821.46	49.0	Austria	16.76448979591837
1667	01G6N8WCDDG30QY6CCW73FYS07	1180.0	90.0	Italy	13.11111111111111
1668	01G6N8X5R9DX5DV9N821SF56KN	425.0	82.0	Hungary	5.182926829268292
1669	01G6N8WBWVEJ605M06TVJS35FK	800.0	70.0	Italy	11.428571428571429
1670	01G6N8X237210PV1Q5Q1CNXQ7W	790.0	57.0	Finland	13.859649122807017
1671	01G6N8X5XC26R5GHTQYFBCSXV1	1000.0	112.0	Hungary	8.928571428571429
1672	01G6N8WZTYTHTRAXRX5QP02A3E	488.88	65.0	Sweden	7.521230769230769
1674	01G6N8WQQTV7WV7PAQNN1MYEBD	2145.0	130.0	Portugal	16.5
1676	01G6N8X7HHR9773YFKJ3Q2CKZZ	750.0	113.0	Belgium	6.6371681415929205
1677	01G6N8X22SNHKNGVZW5331RV0P	929.0	88.0	Finland	10.556818181818182
1678	01G6N8WN5RW6M6TT4T3J8M152Z	690.0	282.0	Switzerland	2.4468085106382977
1679	01G6N8WCS236ZG12CZG7GF9FJR	400.0	50.0	Italy	8.0
1680	01G6N8XBJPSMB16WTTG1339EBR	70.0	30.0	Romania	2.3333333333333335
1681	01G6N8X22W58PT834DTA1P1QM8	1083.0	87.0	Finland	12.448275862068966
1682	01G6N8WD5S70J10CKNK72WVF4C	1600.0	95.0	Italy	16.842105263157894
1683	01G6N8X0NSB4B84K7DQFAAMENY	650.0	39.0	Finland	16.666666666666668
1684	01G6N8XDMY579HDHGVZJ5QS0PR	1100.0	63.0	Estonia	17.46031746031746
1685	01G6N8WERZ97E5KEQ5QF38TRMW	590.0	90.0	Spain	6.555555555555555
1686	01G6N8WG9ACEGQ4C941FS3CWEH	495.0	37.0	France	13.378378378378379
1687	01G6N8WC23S9A22K9PKVKYT0MJ	1800.0	140.0	Italy	12.857142857142858
1688	01G6N8X2G1HNEV1HV77DXHPE08	640.0	100.0	Republic	6.4
